i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
278	20926.64290700	98	24	6.30000000	+	e	X1Sigma+	6	0	0	0	Ca	20926.64290700
279	20986.09275000	126	31	10.12000000	-	e	X1Sigma+	4	0	0	0	Ca	20986.09275000
280	21000.32525800	26	6	0.87000000	+	e	X1Sigma+	9	0	0	0	Ca	21000.32525800
281	21010.73847900	138	34	12.05000000	+	e	X1Sigma+	3	0	0	0	Ca	21010.73847900
282	21026.02575900	82	20	4.55000000	+	e	X1Sigma+	7	0	0	0	Ca	21026.02575900
283	21107.87776500	62	15	2.80000000	-	e	X1Sigma+	8	0	0	0	Ca	21107.87776500
284	21119.10523000	114	28	8.37000000	+	e	X1Sigma+	5	0	0	0	Ca	21119.10523000
285	21134.27735400	30	7	1.01000000	-	e	X1Sigma+	9	0	0	0	Ca	21134.27735400
286	21194.64628500	150	37	14.16000000	-	e	X1Sigma+	2	0	0	0	Ca	21194.64628500
287	21205.11060200	170	42	18.06000000	+	e	X1Sigma+	0	0	0	0	Ca	21205.11060200
288	21286.80109800	34	8	1.17000000	+	e	X1Sigma+	9	0	0	0	Ca	21286.80109800
289	21406.80431500	102	25	6.80000000	-	e	X1Sigma+	6	0	0	0	Ca	21406.80431500
290	21413.16479000	66	16	3.12000000	+	e	X1Sigma+	8	0	0	0	Ca	21413.16479000
291	21427.88581300	86	21	4.97000000	-	e	X1Sigma+	7	0	0	0	Ca	21427.88581300
292	21457.67240400	38	9	1.35000000	-	e	X1Sigma+	9	0	0	0	Ca	21457.67240400
293	21538.19743500	162	40	16.45000000	+	e	X1Sigma+	1	0	0	0	Ca	21538.19743500
294	21602.16898600	130	32	10.76000000	+	e	X1Sigma+	4	0	0	0	Ca	21602.16898600
295	21646.64018400	42	10	1.55000000	+	e	X1Sigma+	9	0	0	0	Ca	21646.64018400
296	21674.48281900	118	29	8.95000000	-	e	X1Sigma+	5	0	0	0	Ca	21674.48281900
297	21685.99046600	142	35	12.75000000	-	e	X1Sigma+	3	0	0	0	Ca	21685.99046600
298	21734.96228600	70	17	3.46000000	-	e	X1Sigma+	8	0	0	0	Ca	21734.96228600
299	21844.64770400	90	22	5.41000000	+	e	X1Sigma+	7	0	0	0	Ca	21844.64770400
300	21853.42667500	46	11	1.77000000	-	e	X1Sigma+	9	0	0	0	Ca	21853.42667500
301	21900.36990300	106	26	7.32000000	+	e	X1Sigma+	6	0	0	0	Ca	21900.36990300
302	21927.19428200	154	38	14.92000000	+	e	X1Sigma+	2	0	0	0	Ca	21927.19428200
303	22040.65177600	174	43	18.92000000	-	e	X1Sigma+	0	0	0	0	Ca	22040.65177600
304	22072.81816800	74	18	3.82000000	+	e	X1Sigma+	8	0	0	0	Ca	22072.81816800
305	22077.72778300	50	12	2.01000000	+	e	X1Sigma+	9	0	0	0	Ca	22077.72778300
306	22228.54970400	134	33	11.42000000	-	e	X1Sigma+	4	0	0	0	Ca	22228.54970400
307	22241.47535400	122	30	9.55000000	+	e	X1Sigma+	5	0	0	0	Ca	22241.47535400
308	22275.75387300	94	23	5.87000000	-	e	X1Sigma+	7	0	0	0	Ca	22275.75387300
309	22319.21344700	54	13	2.27000000	-	e	X1Sigma+	9	0	0	0	Ca	22319.21344700
310	22325.85905400	166	41	17.27000000	-	e	X1Sigma+	1	0	0	0	Ca	22325.85905400
311	22344.20359900	2	0	0.50000000	+	e	X1Sigma+	10	0	0	0	Ca	22344.20359900
312	22362.64653700	6	1	0.52000000	-	e	X1Sigma+	10	0	0	0	Ca	22362.64653700
313	22370.10775000	146	36	13.47000000	+	e	X1Sigma+	3	0	0	0	Ca	22370.10775000
314	22399.50407500	10	2	0.56000000	+	e	X1Sigma+	10	0	0	0	Ca	22399.50407500
315	22406.71177000	110	27	7.86000000	-	e	X1Sigma+	6	0	0	0	Ca	22406.71177000
316	22426.25769400	78	19	4.20000000	-	e	X1Sigma+	8	0	0	0	Ca	22426.25769400
317	22454.71957100	14	3	0.62000000	-	e	X1Sigma+	10	0	0	0	Ca	22454.71957100
318	22528.20814100	18	4	0.70000000	+	e	X1Sigma+	10	0	0	0	Ca	22528.20814100
319	22577.52800400	58	14	2.55000000	+	e	X1Sigma+	9	0	0	0	Ca	22577.52800400
320	22619.85674700	22	5	0.80000000	-	e	X1Sigma+	10	0	0	0	Ca	22619.85674700
321	22667.06025700	158	39	15.70000000	-	e	X1Sigma+	2	0	0	0	Ca	22667.06025700
322	22720.62763000	98	24	6.35000000	+	e	X1Sigma+	7	0	0	0	Ca	22720.62763000
323	22729.52432500	26	6	0.92000000	+	e	X1Sigma+	10	0	0	0	Ca	22729.52432500
324	22794.78390800	82	20	4.60000000	+	e	X1Sigma+	8	0	0	0	Ca	22794.78390800
325	22819.39700300	126	31	10.17000000	-	e	X1Sigma+	5	0	0	0	Ca	22819.39700300
326	22852.29055300	62	15	2.85000000	-	e	X1Sigma+	9	0	0	0	Ca	22852.29055300
327	22857.04192400	30	7	1.06000000	-	e	X1Sigma+	10	0	0	0	Ca	22857.04192400
328	22864.51295000	138	34	12.10000000	+	e	X1Sigma+	4	0	0	0	Ca	22864.51295000
329	22881.00917300	178	44	19.80000000	+	e	X1Sigma+	0	0	0	0	Ca	22881.00917300
330	22925.18602700	114	28	8.42000000	+	e	X1Sigma+	6	0	0	0	Ca	22925.18602700
331	23002.21288200	34	8	1.22000000	+	e	X1Sigma+	10	0	0	0	Ca	23002.21288200
332	23062.33716700	150	37	14.21000000	-	e	X1Sigma+	3	0	0	0	Ca	23062.33716700
333	23119.20596500	170	42	18.11000000	+	e	X1Sigma+	1	0	0	0	Ca	23119.20596500
334	23143.09530700	66	16	3.17000000	+	e	X1Sigma+	9	0	0	0	Ca	23143.09530700
335	23164.81300900	38	9	1.40000000	-	e	X1Sigma+	10	0	0	0	Ca	23164.81300900
336	23177.87802300	86	21	5.02000000	-	e	X1Sigma+	8	0	0	0	Ca	23177.87802300
337	23178.67350600	102	25	6.85000000	-	e	X1Sigma+	7	0	0	0	Ca	23178.67350600
338	23344.59079300	42	10	1.60000000	+	e	X1Sigma+	10	0	0	0	Ca	23344.59079300
339	23407.54878600	130	32	10.81000000	+	e	X1Sigma+	5	0	0	0	Ca	23407.54878600
340	23413.46378900	162	40	16.50000000	+	e	X1Sigma+	2	0	0	0	Ca	23413.46378900
341	23449.51191200	70	17	3.51000000	-	e	X1Sigma+	9	0	0	0	Ca	23449.51191200
342	23455.13300300	118	29	9.00000000	-	e	X1Sigma+	6	0	0	0	Ca	23455.13300300
343	23509.32598100	142	35	12.80000000	-	e	X1Sigma+	4	0	0	0	Ca	23509.32598100
344	23541.26760900	46	11	1.82000000	-	e	X1Sigma+	10	0	0	0	Ca	23541.26760900
345	23574.99972800	90	22	5.46000000	+	e	X1Sigma+	8	0	0	0	Ca	23574.99972800
346	23619.70586614	6	1	0.20000067	+	f	A1Pi	0	1	0	1	Ma	23619.70445700
347	23619.78909100	6	1	0.20000000	-	e	A1Pi	0	1	0	1	Ma	23619.78003017
348	23649.27748500	106	26	7.37000000	+	e	X1Sigma+	7	0	0	0	Ca	23649.27748500
349	23665.27548550	10	2	0.21240067	-	f	A1Pi	0	1	0	1	Ma	23665.27519600
350	23665.51969663	10	2	0.20000067	+	e	A1Pi	0	1	0	1	Ma	23665.50191551
351	23725.36247200	182	45	20.70000000	-	e	X1Sigma+	0	0	0	0	Ca	23725.36247200
352	23733.51085815	14	3	0.24760067	+	f	A1Pi	0	1	0	1	Ma	23733.51255800
353	23733.98634335	14	3	0.21240067	-	e	A1Pi	0	1	0	1	Ma	23733.96599702
354	23754.53793100	50	12	2.06000000	+	e	X1Sigma+	10	0	0	0	Ca	23754.53793100
355	23761.91677300	154	38	14.97000000	+	e	X1Sigma+	3	0	0	0	Ca	23761.91677300
356	23771.08573900	74	18	3.87000000	+	e	X1Sigma+	9	0	0	0	Ca	23771.08573900
357	23824.27100399	18	4	0.28040067	-	f	A1Pi	0	1	0	1	Ma	23824.27400600
358	23825.05423550	18	4	0.24760067	+	e	A1Pi	0	1	0	1	Ma	23825.02973771
359	23917.43345000	174	43	18.97000000	-	e	X1Sigma+	1	0	0	0	Ca	23917.43345000
360	23937.37182054	22	5	0.31620067	+	f	A1Pi	0	1	0	1	Ma	23937.36941600
361	23938.53114917	22	5	0.24820067	-	e	A1Pi	0	1	0	1	Ma	23938.50301356
362	23984.06954200	54	13	2.32000000	-	e	X1Sigma+	10	0	0	0	Ca	23984.06954200
363	23985.58740500	94	23	5.92000000	-	e	X1Sigma+	8	0	0	0	Ca	23985.58740500
364	23986.34108300	2	0	0.55000000	+	e	X1Sigma+	11	0	0	0	Ca	23986.34108300
365	23995.87729600	122	30	9.60000000	+	e	X1Sigma+	6	0	0	0	Ca	23995.87729600
366	24003.84682000	6	1	0.57000000	-	e	X1Sigma+	11	0	0	0	Ca	24003.84682000
367	24005.21855000	134	33	11.47000000	-	e	X1Sigma+	5	0	0	0	Ca	24005.21855000
368	24038.82976600	10	2	0.61000000	+	e	X1Sigma+	11	0	0	0	Ca	24038.82976600
369	24072.55904656	26	6	0.33490067	-	f	A1Pi	0	1	0	1	Ma	24072.56098900
370	24074.18065684	26	6	0.21760067	+	e	A1Pi	0	1	0	1	Ma	24074.14802559
371	24091.23288200	14	3	0.67000000	-	e	X1Sigma+	11	0	0	0	Ca	24091.23288200
372	24107.33810700	78	19	4.25000000	-	e	X1Sigma+	9	0	0	0	Ca	24107.33810700
373	24131.80709200	110	27	7.91000000	-	e	X1Sigma+	7	0	0	0	Ca	24131.80709200
374	24160.97065200	18	4	0.75000000	+	e	X1Sigma+	11	0	0	0	Ca	24160.97065200
375	24162.24519100	146	36	13.52000000	+	e	X1Sigma+	4	0	0	0	Ca	24162.24519100
376	24165.61717000	166	41	17.32000000	-	e	X1Sigma+	2	0	0	0	Ca	24165.61717000
377	24229.50371300	58	14	2.60000000	+	e	X1Sigma+	10	0	0	0	Ca	24229.50371300
378	24229.56143412	30	7	0.36650067	+	f	A1Pi	0	1	0	1	Ma	24229.56313000
379	24231.70320948	30	7	0.20490067	-	e	A1Pi	0	1	0	1	Ma	24231.67917878
380	24247.92913100	22	5	0.85000000	-	e	X1Sigma+	11	0	0	0	Ca	24247.92913100
381	24351.96600300	26	6	0.97000000	+	e	X1Sigma+	11	0	0	0	Ca	24351.96600300
382	24408.04403497	34	8	0.35490067	-	f	A1Pi	0	1	0	1	Ma	24408.04226500
383	24409.05822000	98	24	6.40000000	+	e	X1Sigma+	8	0	0	0	Ca	24409.05822000
384	24410.77503401	34	8	0.15760067	+	e	A1Pi	0	1	0	1	Ma	24410.76289915
385	24457.76643700	82	20	4.65000000	+	e	X1Sigma+	9	0	0	0	Ca	24457.76643700
386	24468.07570000	158	39	15.75000000	-	e	X1Sigma+	3	0	0	0	Ca	24468.07570000
387	24472.91064900	30	7	1.11000000	-	e	X1Sigma+	11	0	0	0	Ca	24472.91064900
388	24490.45536900	62	15	2.90000000	-	e	X1Sigma+	10	0	0	0	Ca	24490.45536900
389	24546.72762200	126	31	10.22000000	-	e	X1Sigma+	6	0	0	0	Ca	24546.72762200
390	24572.88449500	186	46	21.62000000	+	e	X1Sigma+	0	0	0	0	Ca	24572.88449500
391	24607.61099995	38	9	0.19760067	+	f	A1Pi	0	1	0	1	Ma	24607.61658000
392	24610.56422800	34	8	1.27000000	+	e	X1Sigma+	11	0	0	0	Ca	24610.56422800
393	24610.99035019	38	9	0.20490067	-	e	A1Pi	0	1	0	1	Ma	24611.01737269
394	24611.68075000	138	34	12.15000000	+	e	X1Sigma+	5	0	0	0	Ca	24611.68075000
395	24625.61130600	114	28	8.47000000	+	e	X1Sigma+	7	0	0	0	Ca	24625.61130600
396	24719.73020900	178	44	19.85000000	+	e	X1Sigma+	1	0	0	0	Ca	24719.73020900
397	24764.69974200	38	9	1.45000000	-	e	X1Sigma+	11	0	0	0	Ca	24764.69974200
398	24766.51320200	66	16	3.22000000	+	e	X1Sigma+	10	0	0	0	Ca	24766.51320200
399	24821.84430200	86	21	5.07000000	-	e	X1Sigma+	9	0	0	0	Ca	24821.84430200
400	24822.51580300	150	37	14.26000000	-	e	X1Sigma+	4	0	0	0	Ca	24822.51580300
401	24827.83865986	42	10	0.26490067	-	f	A1Pi	0	1	0	1	Ma	24827.85566500
402	24831.93792318	42	10	0.19760067	+	e	A1Pi	0	1	0	1	Ma	24832.01218939
403	24844.80806400	102	25	6.90000000	-	e	X1Sigma+	8	0	0	0	Ca	24844.80806400
404	24922.72520400	170	42	18.16000000	+	e	X1Sigma+	2	0	0	0	Ca	24922.72520400
405	24935.06210800	42	10	1.65000000	+	e	X1Sigma+	11	0	0	0	Ca	24935.06210800
406	25057.23972000	70	17	3.56000000	-	e	X1Sigma+	10	0	0	0	Ca	25057.23972000
407	25068.29201814	46	11	0.25910067	+	f	A1Pi	0	1	0	1	Ma	25068.28001900
408	25073.09951682	46	11	0.26490067	-	e	A1Pi	0	1	0	1	Ma	25073.26784827
409	25106.97642500	130	32	10.86000000	+	e	X1Sigma+	6	0	0	0	Ca	25106.97642500
410	25121.36820900	46	11	1.87000000	-	e	X1Sigma+	11	0	0	0	Ca	25121.36820900
411	25130.02025200	118	29	9.05000000	-	e	X1Sigma+	7	0	0	0	Ca	25130.02025200
412	25180.03379600	162	40	16.55000000	+	e	X1Sigma+	3	0	0	0	Ca	25180.03379600
413	25199.02135300	90	22	5.51000000	+	e	X1Sigma+	9	0	0	0	Ca	25199.02135300
414	25226.19596000	142	35	12.85000000	-	e	X1Sigma+	5	0	0	0	Ca	25226.19596000
415	25260.05189921	6	1	0.08460000	+	f	A1Pi	1	1	0	1	Ma	25260.04978400
416	25260.12595421	6	1	0.04490067	-	e	A1Pi	1	1	0	1	Ma	25260.11923703
417	25292.21130300	106	26	7.42000000	+	e	X1Sigma+	8	0	0	0	Ca	25292.21130300
418	25301.84176989	10	2	0.06490067	-	f	A1Pi	1	1	0	1	Ma	25301.84083100
419	25302.05971884	10	2	0.08460000	+	e	A1Pi	1	1	0	1	Ma	25302.04919010
420	25323.30692100	50	12	2.11000000	+	e	X1Sigma+	11	0	0	0	Ca	25323.30692100
421	25328.34855539	50	12	0.32640067	-	f	A1Pi	0	1	0	1	Ma	25328.36040000
422	25334.02184401	50	12	0.25910067	+	e	A1Pi	0	1	0	1	Ma	25334.25510732
423	25362.17122500	74	18	3.92000000	+	e	X1Sigma+	10	0	0	0	Ca	25362.17122500
424	25364.40519462	14	3	0.09760067	+	f	A1Pi	1	1	0	1	Ma	25364.40372100
425	25364.83757831	14	3	0.06490067	-	e	A1Pi	1	1	0	1	Ma	25364.82043921
426	25422.74077100	190	47	22.56000000	-	e	X1Sigma+	0	0	0	0	Ca	25422.74077100
427	25447.59127435	18	4	0.08490067	-	f	A1Pi	1	1	0	1	Ma	25447.58992200
428	25448.30244630	18	4	0.09760067	+	e	A1Pi	1	1	0	1	Ma	25448.28445235
429	25489.37130200	154	38	15.02000000	+	e	X1Sigma+	4	0	0	0	Ca	25489.37130200
430	25518.97214500	2	0	0.60000000	+	e	X1Sigma+	12	0	0	0	Ca	25518.97214500
431	25525.27805000	182	45	20.75000000	-	e	X1Sigma+	1	0	0	0	Ca	25525.27805000
432	25535.50848200	6	1	0.62000000	-	e	X1Sigma+	12	0	0	0	Ca	25535.50848200
433	25540.53909900	54	13	2.37000000	-	e	X1Sigma+	11	0	0	0	Ca	25540.53909900
434	25551.20108584	22	5	0.11760067	+	f	A1Pi	1	1	0	1	Ma	25551.20119200
435	25552.26718059	22	5	0.08490067	-	e	A1Pi	1	1	0	1	Ma	25552.24298752
436	25568.55203400	10	2	0.66000000	+	e	X1Sigma+	12	0	0	0	Ca	25568.55203400
437	25588.72307800	94	23	5.97000000	-	e	X1Sigma+	9	0	0	0	Ca	25588.72307800
438	25607.45894786	54	13	0.28060067	+	f	A1Pi	0	1	0	1	Ma	25607.51695600
439	25614.01768287	54	13	0.32640067	-	e	A1Pi	0	1	0	1	Ma	25614.39411454
440	25618.04455700	14	3	0.72000000	-	e	X1Sigma+	12	0	0	0	Ca	25618.04455700
441	25644.34463700	122	30	9.65000000	+	e	X1Sigma+	7	0	0	0	Ca	25644.34463700
442	25674.99110047	26	6	0.10490067	-	f	A1Pi	1	1	0	1	Ma	25674.98938300
443	25675.89919500	134	33	11.52000000	-	e	X1Sigma+	6	0	0	0	Ca	25675.89919500
444	25676.46332772	26	6	0.11760067	+	e	A1Pi	1	1	0	1	Ma	25676.44789673
445	25680.81767000	78	19	4.30000000	-	e	X1Sigma+	10	0	0	0	Ca	25680.81767000
446	25683.89867800	18	4	0.80000000	+	e	X1Sigma+	12	0	0	0	Ca	25683.89867800
447	25683.98479600	174	43	19.02000000	-	e	X1Sigma+	2	0	0	0	Ca	25683.98479600
448	25750.62029300	110	27	7.96000000	-	e	X1Sigma+	8	0	0	0	Ca	25750.62029300
449	25765.99787800	22	5	0.90000000	-	e	X1Sigma+	12	0	0	0	Ca	25765.99787800
450	25772.69751700	58	14	2.65000000	+	e	X1Sigma+	11	0	0	0	Ca	25772.69751700
451	25818.66120349	30	7	0.13760067	+	f	A1Pi	1	1	0	1	Ma	25818.65618000
452	25820.60885945	30	7	0.10490067	-	e	A1Pi	1	1	0	1	Ma	25820.60086498
453	25848.01006900	146	36	13.57000000	+	e	X1Sigma+	5	0	0	0	Ca	25848.01006900
454	25864.19647800	26	6	1.02000000	+	e	X1Sigma+	12	0	0	0	Ca	25864.19647800
455	25897.00099500	166	41	17.37000000	-	e	X1Sigma+	3	0	0	0	Ca	25897.00099500
456	25905.00607168	58	14	0.52640067	-	f	A1Pi	0	1	0	1	Ma	25905.11809600
457	25912.43517548	58	14	0.28210067	+	e	A1Pi	0	1	0	1	Ma	25913.05327894
458	25978.31959800	30	7	1.16000000	-	e	X1Sigma+	12	0	0	0	Ca	25978.31959800
459	25981.85516757	34	8	0.20490067	-	f	A1Pi	1	1	0	1	Ma	25981.85275000
460	25984.35221027	34	8	0.13760067	+	e	A1Pi	1	1	0	1	Ma	25984.35305926
461	25990.35036300	98	24	6.45000000	+	e	X1Sigma+	9	0	0	0	Ca	25990.35036300
462	26012.66239300	82	20	4.70000000	+	e	X1Sigma+	10	0	0	0	Ca	26012.66239300
463	26019.38673500	62	15	2.95000000	-	e	X1Sigma+	11	0	0	0	Ca	26019.38673500
464	26108.16310100	34	8	1.32000000	+	e	X1Sigma+	12	0	0	0	Ca	26108.16310100
465	26162.03253100	158	39	15.80000000	-	e	X1Sigma+	4	0	0	0	Ca	26162.03253100
466	26164.16218365	38	9	0.19760067	+	f	A1Pi	1	1	0	1	Ma	26164.17927600
467	26167.27230484	38	9	0.20490067	-	e	A1Pi	1	1	0	1	Ma	26167.30466257
468	26167.87485400	126	31	10.27000000	-	e	X1Sigma+	7	0	0	0	Ca	26167.87485400
469	26219.36461300	114	28	8.52000000	+	e	X1Sigma+	8	0	0	0	Ca	26219.36461300
470	26219.89204587	62	15	0.48210067	+	f	A1Pi	0	1	0	1	Ma	26220.47902900
471	26228.66912076	62	15	0.52640067	-	e	A1Pi	0	1	0	1	Ma	26229.54780950
472	26252.75342700	138	34	12.20000000	+	e	X1Sigma+	6	0	0	0	Ca	26252.75342700
473	26253.49351500	38	9	1.50000000	-	e	X1Sigma+	12	0	0	0	Ca	26253.49351500
474	26274.08898100	194	48	23.52000000	+	e	X1Sigma+	0	0	0	0	Ca	26274.08898100
475	26280.18287500	66	16	3.27000000	+	e	X1Sigma+	11	0	0	0	Ca	26280.18287500
476	26333.25140900	186	46	21.67000000	+	e	X1Sigma+	1	0	0	0	Ca	26333.25140900
477	26357.16166700	86	21	5.12000000	-	e	X1Sigma+	10	0	0	0	Ca	26357.16166700
478	26365.16648899	42	10	0.26490067	-	f	A1Pi	1	1	0	1	Ma	26365.18436300
479	26368.90894008	42	10	0.19760067	+	e	A1Pi	1	1	0	1	Ma	26369.00427992
480	26403.27880100	102	25	6.95000000	-	e	X1Sigma+	9	0	0	0	Ca	26403.27880100
481	26414.04790600	42	10	1.70000000	+	e	X1Sigma+	12	0	0	0	Ca	26414.04790600
482	26448.58428500	178	44	19.90000000	+	e	X1Sigma+	2	0	0	0	Ca	26448.58428500
483	26476.35310400	150	37	14.31000000	-	e	X1Sigma+	5	0	0	0	Ca	26476.35310400
484	26552.12291928	66	16	0.72640067	-	f	A1Pi	0	1	0	1	Ma	26552.85988300
485	26554.63327700	70	17	3.61000000	-	e	X1Sigma+	11	0	0	0	Ca	26554.63327700
486	26561.49817481	66	16	0.48210067	+	e	A1Pi	0	1	0	1	Ma	26563.13783423
487	26584.36676057	46	11	0.25910067	+	f	A1Pi	1	1	0	1	Ma	26584.36427000
488	26588.76217868	46	11	0.18790067	-	e	A1Pi	1	1	0	1	Ma	26588.94817030
489	26589.53371100	46	11	1.92000000	-	e	X1Sigma+	12	0	0	0	Ca	26589.53371100
490	26618.17634500	170	42	18.21000000	+	e	X1Sigma+	3	0	0	0	Ca	26618.17634500
491	26692.40495329	6	1	0.08460000	+	f	A1Pi	2	1	0	1	Ma	26692.38747000
492	26692.46927624	6	1	0.08390067	-	e	A1Pi	2	1	0	1	Ma	26692.45033815
493	26697.74993500	118	29	9.10000000	-	e	X1Sigma+	8	0	0	0	Ca	26697.74993500
494	26699.87969000	130	32	10.91000000	+	e	X1Sigma+	7	0	0	0	Ca	26699.87969000
495	26713.74403700	90	22	5.56000000	+	e	X1Sigma+	10	0	0	0	Ca	26713.74403700
496	26730.41120572	10	2	0.08490067	-	f	A1Pi	2	1	0	1	Ma	26730.39570800
497	26730.60500781	10	2	0.08460000	+	e	A1Pi	2	1	0	1	Ma	26730.58431246
498	26779.62850100	50	12	2.16000000	+	e	X1Sigma+	12	0	0	0	Ca	26779.62850100
499	26787.29549376	14	3	0.09760067	+	f	A1Pi	2	1	0	1	Ma	26787.28074400
500	26787.67825390	14	3	0.08490067	-	e	A1Pi	2	1	0	1	Ma	26787.65795292
501	26821.14918354	50	12	0.37490067	-	f	A1Pi	1	1	0	1	Ma	26821.16194500
502	26826.31669492	50	12	0.30760067	+	e	A1Pi	1	1	0	1	Ma	26826.57928172
503	26826.85768600	106	26	7.47000000	+	e	X1Sigma+	9	0	0	0	Ca	26826.85768600
504	26836.77714600	142	35	12.90000000	-	e	X1Sigma+	6	0	0	0	Ca	26836.77714600
505	26839.70638700	162	40	16.60000000	+	e	X1Sigma+	4	0	0	0	Ca	26839.70638700
506	26842.25600900	74	18	3.97000000	+	e	X1Sigma+	11	0	0	0	Ca	26842.25600900
507	26862.89706489	18	4	0.13970067	-	f	A1Pi	2	1	0	1	Ma	26862.88966100
508	26863.54540841	18	4	0.09760067	+	e	A1Pi	2	1	0	1	Ma	26863.51834253
509	26901.46331400	70	17	3.06000000	+	f	A1Pi	0	1	0	1	Ca	26901.46331400
510	26910.93248280	70	17	0.72640067	-	e	A1Pi	0	1	0	1	Ma	26913.02600914
511	26936.91636300	2	0	0.65000000	+	e	X1Sigma+	13	0	0	0	Ca	26936.91636300
512	26952.43234200	6	1	0.67000000	-	e	X1Sigma+	13	0	0	0	Ca	26952.43234200
513	26957.01566645	22	5	0.16620067	+	f	A1Pi	2	1	0	1	Ma	26957.01834400
514	26957.99191321	22	5	0.13970067	-	e	A1Pi	2	1	0	1	Ma	26957.96136630
515	26983.43404900	10	2	0.71000000	+	e	X1Sigma+	13	0	0	0	Ca	26983.43404900
516	26983.97966000	54	13	2.42000000	-	e	X1Sigma+	12	0	0	0	Ca	26983.97966000
517	27029.86094900	14	3	0.77000000	-	e	X1Sigma+	13	0	0	0	Ca	27029.86094900
518	27069.41128869	26	6	0.18490067	-	f	A1Pi	2	1	0	1	Ma	27069.41127700
519	27070.76549655	26	6	0.16620067	+	e	A1Pi	2	1	0	1	Ma	27070.73150821
520	27074.96580000	54	13	1.92000000	+	f	A1Pi	1	1	0	1	Ca	27074.96580000
521	27080.86118354	54	13	0.37490067	-	e	A1Pi	1	1	0	1	Ma	27081.28602617
522	27081.80938300	94	23	6.02000000	-	e	X1Sigma+	10	0	0	0	Ca	27081.80938300
523	27091.62216700	18	4	0.85000000	+	e	X1Sigma+	13	0	0	0	Ca	27091.62216700
524	27110.43755800	154	38	15.07000000	+	e	X1Sigma+	5	0	0	0	Ca	27110.43755800
525	27126.07826000	198	49	24.50000000	-	e	X1Sigma+	0	0	0	0	Ca	27126.07826000
526	27142.53918200	78	19	4.35000000	-	e	X1Sigma+	11	0	0	0	Ca	27142.53918200
527	27142.81664100	190	47	22.61000000	-	e	X1Sigma+	1	0	0	0	Ca	27142.81664100
528	27168.59638800	22	5	0.95000000	-	e	X1Sigma+	13	0	0	0	Ca	27168.59638800
529	27185.05645800	122	30	9.70000000	+	e	X1Sigma+	8	0	0	0	Ca	27185.05645800
530	27199.76178712	30	7	0.21760067	+	f	A1Pi	2	1	0	1	Ma	27199.76125500
531	27201.54494457	30	7	0.16490067	-	e	A1Pi	2	1	0	1	Ma	27201.52156329
532	27202.20396100	58	14	2.70000000	+	e	X1Sigma+	12	0	0	0	Ca	27202.20396100
533	27215.70245300	182	45	20.80000000	-	e	X1Sigma+	2	0	0	0	Ca	27215.70245300
534	27239.60454600	134	33	11.57000000	-	e	X1Sigma+	7	0	0	0	Ca	27239.60454600
535	27260.40861700	110	27	8.01000000	-	e	X1Sigma+	9	0	0	0	Ca	27260.40861700
536	27260.63172500	26	6	1.07000000	+	e	X1Sigma+	13	0	0	0	Ca	27260.63172500
537	27265.43144800	74	18	3.42000000	-	f	A1Pi	0	1	0	1	Ca	27265.43144800
538	27278.35446021	74	18	3.42000000	+	e	A1Pi	0	1	0	1	Ca	27278.35446021
539	27342.74662700	174	43	19.07000000	-	e	X1Sigma+	3	0	0	0	Ca	27342.74662700
540	27345.10819300	58	14	2.20000000	-	f	A1Pi	1	1	0	1	Ca	27345.10819300
541	27347.71297087	34	8	0.20490067	-	f	A1Pi	2	1	0	1	Ma	27347.70902700
542	27349.98036675	34	8	0.15760067	+	e	A1Pi	2	1	0	1	Ma	27349.97228051
543	27351.70260804	58	14	0.36910067	+	e	A1Pi	1	1	0	1	Ma	27352.40076166
544	27367.54553600	30	7	1.21000000	-	e	X1Sigma+	13	0	0	0	Ca	27367.54553600
545	27427.18688100	146	36	13.62000000	+	e	X1Sigma+	6	0	0	0	Ca	27427.18688100
546	27433.88700500	62	15	3.00000000	-	e	X1Sigma+	12	0	0	0	Ca	27433.88700500
547	27454.94002900	82	20	4.75000000	+	e	X1Sigma+	11	0	0	0	Ca	27454.94002900
548	27460.72763800	98	24	6.50000000	+	e	X1Sigma+	10	0	0	0	Ca	27460.72763800
549	27489.12418600	34	8	1.37000000	+	e	X1Sigma+	13	0	0	0	Ca	27489.12418600
550	27512.85098569	38	9	0.19760067	+	f	A1Pi	2	1	0	1	Ma	27512.84282500
551	27515.64923497	38	9	0.20490067	-	e	A1Pi	2	1	0	1	Ma	27515.67189189
552	27521.58399600	166	41	17.42000000	-	e	X1Sigma+	4	0	0	0	Ca	27521.58399600
553	27625.12274200	38	9	1.55000000	-	e	X1Sigma+	13	0	0	0	Ca	27625.12274200
554	27630.86353700	62	15	2.50000000	+	f	A1Pi	1	1	0	1	Ca	27630.86353700
555	27638.23468288	62	15	0.43640067	-	e	A1Pi	1	1	0	1	Ma	27639.19790119
556	27643.84201100	78	19	3.80000000	+	f	A1Pi	0	1	0	1	Ca	27643.84201100
557	27658.20091346	78	19	3.80000000	-	e	A1Pi	0	1	0	1	Ca	27658.20091346
558	27678.58248800	66	16	3.32000000	+	e	X1Sigma+	12	0	0	0	Ca	27678.58248800
559	27680.53679200	126	31	10.32000000	-	e	X1Sigma+	8	0	0	0	Ca	27680.53679200
