i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
1406	33929.95773300	122	30	9.60000000	-	f	A1Pi	3	1	0	1	Ca	33929.95773300
1407	33956.40698781	122	30	9.60000000	+	e	A1Pi	3	1	0	1	Ca	33956.40698781
1408	33990.90902200	182	45	21.05000000	-	e	X1Sigma+	7	0	0	0	Ca	33990.90902200
1409	34082.48698400	190	47	22.86000000	-	e	X1Sigma+	6	0	0	0	Ca	34082.48698400
1410	34089.79193400	218	54	29.80000000	+	e	X1Sigma+	2	0	0	0	Ca	34089.79193400
1411	34096.11664600	138	34	11.90000000	-	f	A1Pi	0	1	0	1	Ca	34096.11664600
1412	34120.03480900	138	34	12.55000000	+	e	X1Sigma+	13	0	0	0	Ca	34120.03480900
1413	34130.71191600	134	33	11.32000000	+	f	A1Pi	1	1	0	1	Ca	34130.71191600
1414	34141.08268264	138	34	11.90000000	+	e	A1Pi	0	1	0	1	Ca	34141.08268264
1415	34152.53285100	130	32	10.76000000	-	f	A1Pi	2	1	0	1	Ca	34152.53285100
1416	34169.67506857	134	33	11.32000000	-	e	A1Pi	1	1	0	1	Ca	34169.67506857
1417	34185.72723582	130	32	10.76000000	+	e	A1Pi	2	1	0	1	Ca	34185.72723582
1418	34189.06963100	146	36	13.92000000	+	e	X1Sigma+	12	0	0	0	Ca	34189.06963100
1419	34208.79397800	198	49	24.75000000	-	e	X1Sigma+	5	0	0	0	Ca	34208.79397800
1420	34242.60445100	154	38	15.37000000	+	e	X1Sigma+	11	0	0	0	Ca	34242.60445100
1421	34295.54008600	162	40	16.90000000	+	e	X1Sigma+	10	0	0	0	Ca	34295.54008600
1422	34356.83089700	226	56	31.97000000	+	e	X1Sigma+	1	0	0	0	Ca	34356.83089700
1423	34357.88873600	170	42	18.51000000	+	e	X1Sigma+	9	0	0	0	Ca	34357.88873600
1424	34373.67639700	206	51	26.72000000	-	e	X1Sigma+	4	0	0	0	Ca	34373.67639700
1425	34434.61554600	138	34	12.00000000	-	f	A1Pi	1	1	0	1	Ca	34434.61554600
1426	34437.35830200	178	44	20.20000000	+	e	X1Sigma+	8	0	0	0	Ca	34437.35830200
1427	34465.00358100	142	35	12.60000000	+	f	A1Pi	0	1	0	1	Ca	34465.00358100
1428	34475.94010175	138	34	12.00000000	+	e	A1Pi	1	1	0	1	Ca	34475.94010175
1429	34476.94673900	150	37	14.66000000	-	e	X1Sigma+	12	0	0	0	Ca	34476.94673900
1430	34512.61467861	142	35	12.60000000	-	e	A1Pi	0	1	0	1	Ca	34512.61467861
1431	34540.24359900	186	46	21.97000000	+	e	X1Sigma+	7	0	0	0	Ca	34540.24359900
1432	34580.58414300	214	53	28.77000000	-	e	X1Sigma+	3	0	0	0	Ca	34580.58414300
1433	34592.00689900	158	39	16.15000000	-	e	X1Sigma+	11	0	0	0	Ca	34592.00689900
1434	34671.82026800	194	48	23.82000000	+	e	X1Sigma+	6	0	0	0	Ca	34671.82026800
1435	34676.64283500	234	58	34.22000000	+	e	X1Sigma+	0	0	0	0	Ca	34676.64283500
1436	34697.95110600	166	41	17.72000000	-	e	X1Sigma+	10	0	0	0	Ca	34697.95110600
1437	34789.52029200	146	36	13.32000000	-	f	A1Pi	0	1	0	1	Ca	34789.52029200
1438	34808.49965700	174	43	19.37000000	-	e	X1Sigma+	9	0	0	0	Ca	34808.49965700
1439	34832.71952100	222	55	30.90000000	-	e	X1Sigma+	2	0	0	0	Ca	34832.71952100
1440	34836.59335600	202	50	25.75000000	+	e	X1Sigma+	5	0	0	0	Ca	34836.59335600
1441	34839.85202376	146	36	13.32000000	+	e	A1Pi	0	1	0	1	Ca	34839.85202376
1442	34905.16045600	162	40	16.95000000	+	e	X1Sigma+	11	0	0	0	Ca	34905.16045600
1443	34933.08134400	182	45	21.10000000	-	e	X1Sigma+	8	0	0	0	Ca	34933.08134400
1444	35038.48368400	210	52	27.76000000	+	e	X1Sigma+	4	0	0	0	Ca	35038.48368400
1445	35073.60515900	170	42	18.56000000	+	e	X1Sigma+	10	0	0	0	Ca	35073.60515900
1446	35078.69067200	190	47	22.91000000	-	e	X1Sigma+	7	0	0	0	Ca	35078.69067200
1447	35133.21317100	230	57	33.11000000	-	e	X1Sigma+	1	0	0	0	Ca	35133.21317100
1448	35238.69370200	178	44	20.25000000	+	e	X1Sigma+	9	0	0	0	Ca	35238.69370200
1449	35250.96662800	198	49	24.80000000	-	e	X1Sigma+	6	0	0	0	Ca	35250.96662800
1450	35280.98769700	218	54	29.85000000	+	e	X1Sigma+	3	0	0	0	Ca	35280.98769700
1451	35406.84412000	174	43	19.42000000	-	e	X1Sigma+	10	0	0	0	Ca	35406.84412000
1452	35411.79849400	186	46	22.02000000	+	e	X1Sigma+	8	0	0	0	Ca	35411.79849400
1453	35454.62567400	206	51	26.77000000	-	e	X1Sigma+	5	0	0	0	Ca	35454.62567400
1454	35485.35505600	238	59	35.40000000	-	e	X1Sigma+	0	0	0	0	Ca	35485.35505600
1455	35567.33537300	226	56	32.02000000	+	e	X1Sigma+	2	0	0	0	Ca	35567.33537300
1456	35602.22778200	194	48	23.87000000	+	e	X1Sigma+	7	0	0	0	Ca	35602.22778200
1457	35633.76467800	182	45	21.15000000	-	e	X1Sigma+	9	0	0	0	Ca	35633.76467800
1458	35693.71520300	214	53	28.82000000	-	e	X1Sigma+	4	0	0	0	Ca	35693.71520300
1459	35816.59366600	202	50	25.80000000	+	e	X1Sigma+	6	0	0	0	Ca	35816.59366600
1460	35863.90540600	190	47	22.96000000	-	e	X1Sigma+	8	0	0	0	Ca	35863.90540600
1461	35900.66894600	234	58	34.27000000	+	e	X1Sigma+	1	0	0	0	Ca	35900.66894600
1462	35971.80346000	222	55	30.95000000	-	e	X1Sigma+	3	0	0	0	Ca	35971.80346000
1463	36060.07457200	210	52	27.81000000	+	e	X1Sigma+	5	0	0	0	Ca	36060.07457200
1464	36104.24609700	198	49	24.85000000	-	e	X1Sigma+	7	0	0	0	Ca	36104.24609700
1465	36272.13899000	194	48	23.92000000	+	e	X1Sigma+	8	0	0	0	Ca	36272.13899000
1466	36284.26456100	242	60	36.60000000	+	e	X1Sigma+	0	0	0	0	Ca	36284.26456100
1467	36292.15008000	230	57	33.16000000	-	e	X1Sigma+	2	0	0	0	Ca	36292.15008000
1468	36336.96731900	218	54	29.90000000	+	e	X1Sigma+	4	0	0	0	Ca	36336.96731900
1469	36363.71308000	206	51	26.82000000	-	e	X1Sigma+	6	0	0	0	Ca	36363.71308000
1470	36570.49998200	202	50	25.85000000	+	e	X1Sigma+	7	0	0	0	Ca	36570.49998200
1471	36648.97358100	214	53	28.87000000	-	e	X1Sigma+	5	0	0	0	Ca	36648.97358100
1472	36650.97381800	226	56	32.07000000	+	e	X1Sigma+	3	0	0	0	Ca	36650.97381800
1473	36657.88248800	238	59	35.45000000	-	e	X1Sigma+	1	0	0	0	Ca	36657.88248800
1474	36882.73379400	210	52	27.86000000	+	e	X1Sigma+	6	0	0	0	Ca	36882.73379400
1475	36965.00715100	222	55	31.00000000	-	e	X1Sigma+	4	0	0	0	Ca	36965.00715100
1476	37005.40461300	234	58	34.32000000	+	e	X1Sigma+	2	0	0	0	Ca	37005.40461300
1477	37072.19108900	246	61	37.82000000	-	e	X1Sigma+	0	0	0	0	Ca	37072.19108900
1478	37214.64374300	218	54	29.95000000	+	e	X1Sigma+	5	0	0	0	Ca	37214.64374300
1479	37315.83924500	230	57	33.21000000	-	e	X1Sigma+	3	0	0	0	Ca	37315.83924500
1480	37356.23851700	214	53	28.92000000	-	e	X1Sigma+	6	0	0	0	Ca	37356.23851700
1481	37403.35344400	242	60	36.65000000	+	e	X1Sigma+	1	0	0	0	Ca	37403.35344400
1482	37572.89094500	226	56	32.12000000	+	e	X1Sigma+	4	0	0	0	Ca	37572.89094500
1483	37704.91275400	238	59	35.50000000	-	e	X1Sigma+	2	0	0	0	Ca	37704.91275400
1484	37742.70029500	222	55	31.05000000	-	e	X1Sigma+	5	0	0	0	Ca	37742.70029500
1485	37847.84913100	250	62	39.06000000	+	e	X1Sigma+	0	0	0	0	Ca	37847.84913100
1486	37962.61024000	234	58	34.37000000	+	e	X1Sigma+	3	0	0	0	Ca	37962.61024000
1487	38135.29814900	246	61	37.87000000	-	e	X1Sigma+	1	0	0	0	Ca	38135.29814900
1488	38150.82265400	230	57	33.26000000	-	e	X1Sigma+	4	0	0	0	Ca	38150.82265400
1489	38387.74031400	242	60	36.70000000	+	e	X1Sigma+	2	0	0	0	Ca	38387.74031400
1490	38584.70789100	238	59	35.55000000	-	e	X1Sigma+	3	0	0	0	Ca	38584.70789100
1491	38609.79763000	254	63	40.32000000	-	e	X1Sigma+	0	0	0	0	Ca	38609.79763000
1492	38682.46883300	234	58	34.42000000	+	e	X1Sigma+	4	0	0	0	Ca	38682.46883300
1493	38851.46427000	250	62	39.11000000	+	e	X1Sigma+	1	0	0	0	Ca	38851.46427000
1494	39049.35569900	246	61	37.92000000	-	e	X1Sigma+	2	0	0	0	Ca	39049.35569900
1495	39168.30526500	242	60	36.75000000	+	e	X1Sigma+	3	0	0	0	Ca	39168.30526500
1496	39356.35159600	258	64	41.60000000	+	e	X1Sigma+	0	0	0	0	Ca	39356.35159600
1497	39548.71131400	254	63	40.37000000	-	e	X1Sigma+	1	0	0	0	Ca	39548.71131400
1498	39680.75295200	250	62	39.16000000	+	e	X1Sigma+	2	0	0	0	Ca	39680.75295200
1499	40085.40719300	262	65	42.90000000	-	e	X1Sigma+	0	0	0	0	Ca	40085.40719300
1500	40221.71854100	258	64	41.65000000	+	e	X1Sigma+	1	0	0	0	Ca	40221.71854100
1501	40268.25364200	254	63	40.42000000	-	e	X1Sigma+	2	0	0	0	Ca	40268.25364200
1502	40794.00767600	266	66	44.22000000	+	e	X1Sigma+	0	0	0	0	Ca	40794.00767600
1503	40859.87280000	262	65	42.95000000	-	e	X1Sigma+	1	0	0	0	Ca	40859.87280000
1504	41477.01287100	270	67	45.56000000	-	e	X1Sigma+	0	0	0	0	Ca	41477.01287100
1505	42125.72808300	274	68	46.92000000	+	e	X1Sigma+	0	0	0	0	Ca	42125.72808300
