i	Energy (cm-1)	gi	J	Uncertainty (cm-1)	Total_Parity	e/f	State	v	Λ	Σ	Ω	Label	Calc
900	31256.928915	94	23	5.720000	-	e	A1Pi	2	1	0	1	Ca	31256.928915
901	31258.846155	50	12	2.360000	+	e	X1Sigma+	16	0	0	0	Ca	31258.846155
902	31260.816432	58	14	2.600000	+	e	A1Pi	5	1	0	1	Ca	31260.816432
903	31265.918277	10	2	0.910000	+	e	X1Sigma+	17	0	0	0	Ca	31265.918277
904	31296.896317	14	3	0.970000	-	e	X1Sigma+	17	0	0	0	Ca	31296.896317
905	31337.548328	42	10	1.700000	-	f	A1Pi	6	1	0	1	Ca	31337.548328
906	31337.990910	18	4	1.050000	+	e	X1Sigma+	17	0	0	0	Ca	31337.990910
907	31340.327082	42	10	1.700000	+	e	A1Pi	6	1	0	1	Ca	31340.327082
908	31351.852619	114	28	8.720000	+	e	X1Sigma+	12	0	0	0	Ca	31351.852619
909	31364.416698	74	18	3.820000	-	f	A1Pi	4	1	0	1	Ca	31364.416698
910	31365.868485	6	1	0.720000	+	f	A1Pi	7	1	0	1	Ca	31365.868485
911	31365.916139	6	1	0.720000	-	e	A1Pi	7	1	0	1	Ca	31365.916139
912	31369.051098	102	25	7.150000	-	e	X1Sigma+	13	0	0	0	Ca	31369.051098
913	31373.599840	74	18	3.820000	+	e	A1Pi	4	1	0	1	Ca	31373.599840
914	31387.414855	10	2	0.760000	-	f	A1Pi	7	1	0	1	Ca	31387.414855
915	31387.557818	10	2	0.760000	+	e	A1Pi	7	1	0	1	Ca	31387.557818
916	31389.020339	22	5	1.150000	-	e	X1Sigma+	17	0	0	0	Ca	31389.020339
917	31398.581297	54	13	2.620000	-	e	X1Sigma+	16	0	0	0	Ca	31398.581297
918	31399.367164	146	36	13.770000	+	e	X1Sigma+	9	0	0	0	Ca	31399.367164
919	31404.602137	86	21	4.920000	+	f	A1Pi	3	1	0	1	Ca	31404.602137
920	31417.741444	86	21	4.920000	-	e	A1Pi	3	1	0	1	Ca	31417.741444
921	31419.605954	14	3	0.820000	+	f	A1Pi	7	1	0	1	Ca	31419.605954
922	31419.891880	14	3	0.820000	-	e	A1Pi	7	1	0	1	Ca	31419.891880
923	31428.005272	126	31	10.470000	-	e	X1Sigma+	11	0	0	0	Ca	31428.005272
924	31432.015932	74	18	4.170000	+	e	X1Sigma+	15	0	0	0	Ca	31432.015932
925	31434.122394	62	15	2.900000	+	f	A1Pi	5	1	0	1	Ca	31434.122394
926	31440.385321	62	15	2.900000	-	e	A1Pi	5	1	0	1	Ca	31440.385321
927	31449.754618	26	6	1.270000	+	e	X1Sigma+	17	0	0	0	Ca	31449.754618
928	31461.551386	46	11	1.920000	+	f	A1Pi	6	1	0	1	Ca	31461.551386
929	31462.286820	18	4	0.900000	-	f	A1Pi	7	1	0	1	Ca	31462.286820
930	31462.763363	18	4	0.900000	+	e	A1Pi	7	1	0	1	Ca	31462.763363
931	31464.885891	46	11	1.920000	-	e	A1Pi	6	1	0	1	Ca	31464.885891
932	31469.648511	90	22	5.760000	+	e	X1Sigma+	14	0	0	0	Ca	31469.648511
933	31470.173708	114	28	8.120000	-	f	A1Pi	0	1	0	1	Ca	31470.173708
934	31498.065399	106	26	7.120000	-	f	A1Pi	1	1	0	1	Ca	31498.065399
935	31500.856415	114	28	8.120000	+	e	A1Pi	0	1	0	1	Ca	31500.856415
936	31515.249409	22	5	1.000000	+	f	A1Pi	7	1	0	1	Ca	31515.249409
937	31515.964223	22	5	1.000000	-	e	A1Pi	7	1	0	1	Ca	31515.964223
938	31519.913405	30	7	1.410000	-	e	X1Sigma+	17	0	0	0	Ca	31519.913405
939	31522.443414	106	26	7.120000	+	e	A1Pi	1	1	0	1	Ca	31522.443414
940	31532.608705	182	45	20.950000	-	e	X1Sigma+	5	0	0	0	Ca	31532.608705
941	31541.272678	190	47	22.760000	-	e	X1Sigma+	4	0	0	0	Ca	31541.272678
942	31546.333570	58	14	2.900000	+	e	X1Sigma+	16	0	0	0	Ca	31546.333570
943	31566.724292	174	43	19.220000	-	e	X1Sigma+	6	0	0	0	Ca	31566.724292
944	31572.730398	98	24	6.200000	-	f	A1Pi	2	1	0	1	Ca	31572.730398
945	31578.231223	26	6	1.120000	-	f	A1Pi	7	1	0	1	Ca	31578.231223
946	31579.231963	26	6	1.120000	+	e	A1Pi	7	1	0	1	Ca	31579.231963
947	31591.590844	98	24	6.200000	+	e	A1Pi	2	1	0	1	Ca	31591.590844
948	31594.446271	50	12	2.160000	-	f	A1Pi	6	1	0	1	Ca	31594.446271
949	31595.998734	198	49	24.650000	-	e	X1Sigma+	3	0	0	0	Ca	31595.998734
950	31598.387050	50	12	2.160000	+	e	A1Pi	6	1	0	1	Ca	31598.387050
951	31598.727962	78	19	4.200000	+	f	A1Pi	4	1	0	1	Ca	31598.727962
952	31599.163292	34	8	1.570000	+	e	X1Sigma+	17	0	0	0	Ca	31599.163292
953	31604.597013	138	34	12.400000	+	e	X1Sigma+	10	0	0	0	Ca	31604.597013
954	31608.931453	78	19	4.200000	-	e	A1Pi	4	1	0	1	Ca	31608.931453
955	31620.532469	66	16	3.220000	-	f	A1Pi	5	1	0	1	Ca	31620.532469
956	31627.630453	66	16	3.220000	+	e	A1Pi	5	1	0	1	Ca	31627.630453
957	31639.944848	166	41	17.570000	-	e	X1Sigma+	7	0	0	0	Ca	31639.944848
958	31640.199958	78	19	4.550000	-	e	X1Sigma+	15	0	0	0	Ca	31640.199958
959	31650.913397	30	7	1.260000	+	f	A1Pi	7	1	0	1	Ca	31650.913397
960	31652.247717	30	7	1.260000	-	e	A1Pi	7	1	0	1	Ca	31652.247717
961	31677.324449	106	26	7.670000	+	e	X1Sigma+	13	0	0	0	Ca	31677.324449
962	31687.114309	38	9	1.750000	-	e	X1Sigma+	17	0	0	0	Ca	31687.114309
963	31688.762511	90	22	5.360000	-	f	A1Pi	3	1	0	1	Ca	31688.762511
964	31699.781628	206	51	26.620000	-	e	X1Sigma+	2	0	0	0	Ca	31699.781628
965	31701.421221	62	15	3.200000	-	e	X1Sigma+	16	0	0	0	Ca	31701.421221
966	31703.153181	90	22	5.360000	+	e	A1Pi	3	1	0	1	Ca	31703.153181
967	31706.907346	118	29	9.300000	-	e	X1Sigma+	12	0	0	0	Ca	31706.907346
968	31730.545688	94	23	6.220000	-	e	X1Sigma+	14	0	0	0	Ca	31730.545688
969	31732.918073	34	8	1.420000	-	f	A1Pi	7	1	0	1	Ca	31732.918073
970	31734.633628	34	8	1.420000	+	e	A1Pi	7	1	0	1	Ca	31734.633628
971	31735.573462	54	13	2.420000	+	f	A1Pi	6	1	0	1	Ca	31735.573462
972	31740.171038	54	13	2.420000	-	e	A1Pi	6	1	0	1	Ca	31740.171038
973	31748.096111	158	39	16.000000	-	e	X1Sigma+	8	0	0	0	Ca	31748.096111
974	31783.315430	42	10	1.950000	+	e	X1Sigma+	17	0	0	0	Ca	31783.315430
975	31813.660140	70	17	3.560000	+	f	A1Pi	5	1	0	1	Ca	31813.660140
976	31821.645372	70	17	3.560000	-	e	A1Pi	5	1	0	1	Ca	31821.645372
977	31823.804831	38	9	1.600000	+	f	A1Pi	7	1	0	1	Ca	31823.804831
978	31825.949274	38	9	1.600000	-	e	A1Pi	7	1	0	1	Ca	31825.949274
979	31828.674614	130	32	11.110000	+	e	X1Sigma+	11	0	0	0	Ca	31828.674614
980	31838.433882	82	20	4.600000	-	f	A1Pi	4	1	0	1	Ca	31838.433882
981	31849.711425	82	20	4.600000	+	e	A1Pi	4	1	0	1	Ca	31849.711425
982	31853.830478	82	20	4.950000	+	e	X1Sigma+	15	0	0	0	Ca	31853.830478
983	31855.444818	214	53	28.670000	-	e	X1Sigma+	1	0	0	0	Ca	31855.444818
984	31863.077404	66	16	3.520000	+	e	X1Sigma+	16	0	0	0	Ca	31863.077404
985	31884.194724	58	14	2.700000	-	f	A1Pi	6	1	0	1	Ca	31884.194724
986	31886.382523	150	37	14.510000	-	e	X1Sigma+	9	0	0	0	Ca	31886.382523
987	31887.024642	110	27	7.660000	+	f	A1Pi	1	1	0	1	Ca	31887.024642
988	31887.248795	46	11	2.170000	-	e	X1Sigma+	17	0	0	0	Ca	31887.248795
989	31889.499619	58	14	2.700000	+	e	A1Pi	6	1	0	1	Ca	31889.499619
990	31908.135876	102	25	6.700000	+	f	A1Pi	2	1	0	1	Ca	31908.135876
991	31913.277889	110	27	7.660000	-	e	A1Pi	1	1	0	1	Ca	31913.277889
992	31915.442516	6	1	0.820000	+	f	A1Pi	8	1	0	1	Ca	31915.442516
993	31915.485623	6	1	0.820000	-	e	A1Pi	8	1	0	1	Ca	31915.485623
994	31920.785641	118	29	8.700000	+	f	A1Pi	0	1	0	1	Ca	31920.785641
995	31921.947340	2	0	0.900000	+	e	X1Sigma+	18	0	0	0	Ca	31921.947340
996	31923.065821	42	10	1.800000	-	f	A1Pi	7	1	0	1	Ca	31923.065821
997	31925.686807	42	10	1.800000	+	e	A1Pi	7	1	0	1	Ca	31925.686807
998	31928.568026	102	25	6.700000	-	e	A1Pi	2	1	0	1	Ca	31928.568026
999	31930.614892	6	1	0.920000	-	e	X1Sigma+	18	0	0	0	Ca	31930.614892
